id,Metronome,Adj Close,Survey,Disturbance,NewsTitle,NewsDetails,NewsCategory,NewsTimeout
120,5,188.854127896383,,,,,,
121,3,187.404383601961,,,,,,
122,4,189.373654409112,,,Oil Extends Two-Year High as Saudis, Russia Back Prolonged Cuts (Source : Bloomberg),Macro,10
123,4,187.875552060075,,,,,,
124,4,188.660841503701,,,,,,
125,2,187.343987137755,,,,,,
126,2,188.165533729715,,,,,,
127,5,188.842049124447,,,,,,
128,2,188.479632581009,,,,,,
129,1,185.97881768381,,,Small Caps Lead U.S. Stock Losses, Treasuries Rise: Markets Wrap (Source : Bloomberg),Macro,10
130,4,184.432418474902,,,,,,
131,3,179.829441540003,,,,,,
132,1,173.329708094622,,,,,,
133,4,170.297367335503,,,,,,
134,1,177.232012090663,,,,,,
135,2,179.454946224503,,,,,,
136,2,178.778390467426,,,,,,
137,3,178.669658082949,,,,,,
138,2,172.375331466731,,,,,,
139,1,175.238603269713,,,,,,
140,3,177.328605810532,,,,,,
141,5,173.607609690127,,,,,,
142,3,177.87228986726,,,Kazakhstan’s economy expected to grow at least 3.4 percent by year’s end, says minister (Source : https://astanatimes.com/),Macro,10
143,4,175.238603269713,,,Fire hits Lukoil refinery in Russia's Urals (Source : reuters.com),"A fire erupted at a refinery of Russia’s No.2 oil producer Lukoil in the city of Perm in the Urals region, a local branch of the company, Lukoil Permnefteorgsintez, said on Friday.

The fire at the Crude Distillation Unit-3 was localized at around 0300 GMT and an open combustion was extinguished two hours later, Lukoil’s press service said on the local emergency service website.

Lukoil also said the fire broke out amid attempts to restart the unit after maintenance. No one was injured in the incident, the company said.

Russia’s oil pipeline monopoly Transneft (TRNF_p.MM) said in a separate comment on Friday that oil supplies to the Perm refinery will be reduced for the next three days.",Company,10
144,4,176.627892509456,,,,,,
145,4,178.041438246143,,marketdatafeed,,,,
146,1,175.963415524315,,,,,,
147,2,178.234725940898,,,,,,
148,5,179.297876617683,,,,,,
149,3,178.97173675278,,,,,,
150,1,174.586165996235,,,Russia plans to increase launches from Baikonur in 2018 (Source : http://tass.com/),-,Macro,10
151,3,176.966169736895,,,BP considers participating in several new projects of Rosneft (Source : http://tass.com/),-,Company,10
152,1,174.489531914021,,,,,,
153,4,173.559312830256,,,,,,
154,1,174.465374369896,,,,,,
155,5,175.685554291156,,,,,,
156,2,172.181983879305,,,Tiny Singapore has world's most powerful passport: ranking (Source : afp),"Tiny Singapore now has the world's most powerful passport, according to a new ranking, with its citizens able to travel to the greatest number of countries visa free.

Passport Index, which keeps track of how useable such documents are, said the city-state grabbed the top spot after Paraguay removed restrictions for Singaporeans.

That means the approximately 3.4 million holders of Singaporean passports can now travel to 159 countries either without a visa at all, or can have one issued on arrival.

Germany came in second place, with its citizens able to visit 158 countries without a visa, while Sweden and South Korea tied for third.

The US passport was in sixth place, alongside Malaysia, Ireland and Canada.

Afghanistan came bottom of the list with visa-free access to just 22 countries.

Passport Index said the US passport's usefulness has fallen since President Donald Trump took office, with Turkey and the Central African Republic becoming the most recent countries to revoke their visa-free entry for holders.

Passport Index ranks passports worldwide based on the cross-border access a holder has. It was developed by Canada-based global consultancy Arton Capital.

""For the first time ever, an Asian country has the most powerful passport in the world,"" Philippe May, managing director of Arton Capital's Singapore office, said in a statement.

""It is a testament of Singapore's inclusive diplomatic relations and effective foreign policy.""

mba/hg ",Macro,10
157,3,172.121627777571,,,,,,
158,4,175.141928825027,,,,,,
159,3,173.474718459579,,,,,,
160,3,174.670779897113,,,UN to vote on extending Syria gas attacks probe,-,,10
161,1,180.058986382965,,,,,,
162,2,179.744847169326,,,,,,
163,4,181.327523056768,,,Japan gears up to go to the polls amid war fears,Over the past two weeks  Japan’s political life has moved from the parliament,Macro,10
164,5,183.973328788724,,,,,,
165,3,184.106200489199,,,,,,
166,5,182.596059730571,,,,,,
167,3,180.759699684168,,,,,,
168,2,181.230869444228,,,,,,
169,3,186.136499857531,,,,,,
170,4,188.750740505494,,,,,,
171,4,193.917791407803,,,,,,
172,2,203.682860790913,,,Nuclear North Korea is non-negotiable," diplomat says (Source : bbc.com) Source : bbc.com A North Korea diplomat has said the country's ballistic nuclear weapons programme is non-negotiable.
Choe Son-hui said the US should ""be prepared to co-exist with"" a nuclear North Korea.
She said it was ""the only way to secure lasting peace on the Korean peninsula"".
CIA director Mike Pompeo earlier warned that North Korea would probably be able to hit the US with a nuclear missile within months. North Korea claims it already has the capability.
Mr Pompeo stressed that Washington still preferred diplomacy and sanctions but said force remained an option for the US.",Macro,10
173,4,204.651722249012,,,Alarm over decline in flying insects (Source : bbc.com),"Source : bbc.com It's known as the windscreen phenomenon. When you stop your car after a drive, there seem to be far fewer squashed insects than there used to be.
Scientists have long suspected that insects are in dramatic decline, but new evidence confirms this.
Research at more than 60 protected areas in Germany suggests flying insects have declined by more than 75% over almost 30 years.
And the causes are unknown.
""This confirms what everybody's been having as a gut feeling - the windscreen phenomenon where you squash fewer bugs as the decades go by,"" said Caspar Hallmann of Radboud University in The Netherlands.
""This is the first study that looked into the total biomass of flying insects and it confirms our worries.''
The study is based on measurements of the biomass of all insects trapped at 63 nature protection areas in Germany over 27 years since 1989.
The data includes thousands of different insects, such as bees, butterflies and moths.
Scientists say the dramatic decline was seen regardless of habitat, land use and the weather, leaving them at a loss to explain what was behind it.
They stressed the importance of adopting measures known to be beneficial for insects, including strips of flowers around farmland and minimising the effects of intensive agriculture.
And they said there was an urgent need to uncover the causes and extent of the decline in all airborne insects.
""We don't know exactly what the causes are,'' said Hans de Kroon, also of Radboud University, who supervised the research.
''This study shows how important it is to have good monitoring programmes and we need more research right now to look into those causes - so, that has really high priority.''
The finding was even more worrying given that it was happening in nature reserves, which are meant to protect insects and other living species, the researchers said.
''In the modern agricultural landscape, for insects it's a hostile environment, it's a desert, if not worse,'' said Dr de Kroon.
''And the decline there has been well documented. The big surprise is that it is also happening in adjacent nature reserves.''",Macro,10
174,3,205.712817064533,,,,,,
175,1,203.605967153449,,,,,,
176,3,204.221152010435,,,,,,
177,1,206.835392658398,,,,,,
178,4,203.037009496475,,,,,,
179,1,201.499166001722,,,,,,
180,1,206.635464324956,,,,,,
181,4,209.60344333585,,,,,,
182,3,211.910197200698,,,,,,
183,5,211.910197200698,,,,,,
184,5,215.524003126353,,,Nazarbayev greets Russian counterpart on diplomatic relations anniversary (http://www.inform.kz/),http://www.inform.kz/en/president-nazarbayev-greets-russian-counterpart-on-anniversary-of-diplomatic-relations_a3077699,Macro,10
185,3,213.863224079959,,,,,,
186,2,215.923858168122,,,,,,
187,4,215.585532664309,,,,,,
188,5,218.922591383336,,,,,,
189,2,219.56844105253,,,,,,
190,4,219.845263023564,,,,,,
191,3,222.659456384775,,,,,,
192,1,226.119523794859,,,,,,
193,3,226.196380050056,,,,,,
194,2,228.564639073055,,,Apple sees its mobile devices as platform for artificial intelligence,Apple Inc (AAPL.O) sees its mobile devices as a major platform for artificial intelligence in the future Chief Operating Officer Jeff Williams said on Monday. Source : in.reuters.com/,Company,10
195,2,227.749649406388,,,Lukoil to keep output steady with new projects outside Russia - CEO Source : reuters.com,Lukoil (LKOH.MM) plans to keep pumping 100 million tonnes of oil per year between 2018 and 2027 with projects outside Russia and will keep annual investment at $8 billion-$8.5 billion  the chief executive said on Saturday.,Company,10
196,2,223.597553886582,,,,,,
197,3,227.518932736975,,,,,,
198,1,228.210936467019,,,,,,
199,2,229.641096362966,,,,,,
200,4,228.226337949047,,,,,,
201,4,232.901250067439,,,,,,
202,2,234.546702396464,,,,,,
203,3,233.854747425776,,,,,,
204,1,230.671427222194,,,The Oligarchs Are Next: Russian Businessmen Prepare for U.S. Sanctions,"The Russian members of the Forbes list are worried about the Countering America’s Adversaries Through Sanctions Act that U.S. President Donald Trump signed into law on Aug. 2, 2017. By adversaries’ it means Iran, Russia, and North Korea.

The Act stipulates that the U.S. Treasury Department, Director of National Intelligence, and the Secretary of State have 180 days that is, until approximately February 2018  to present a detailed report on Russian oligarchs and senior officials involved in Russia’s foreign policy to a special committee of the U.S. Congress.

The document indicates that anyone whose name appears on the list could be targeted with personal sanctions. Such sanctions typically prohibit individuals from entering U.S. territory, freeze their assets, and ban them from doing business with U.S. citizens and companies. Source : themoscowtimes.com",Macro,10
205,4,230.702228560752,,,,,,
206,5,227.980292936767,,,,,,
207,1,229.67187494709,,,,,,
208,4,229.518063292358,,,,,,
209,4,230.10243218308,,,"Libyan oil may crush Russian ruble again
","Libyan oil may crush Russian ruble again
_______ ______ __ http://www.pravdareport.com/business/companies/01-06-2017/137888-libya_oil_russia-0/",Markets,10
210,5,232.562948943304,,,,,,
211,3,232.455315729226,,,,,,
212,5,233.316482211304,,,,,,
213,4,234.562103878365,,,,,,
214,1,221.444611676339,,,,,,
215,4,224.689337893862,,,,,,
216,1,229.594943927361,,,,,,
217,5,228.364748121878,,,,,,
218,4,228.841459418844,,,,,,
219,2,229.256691562709,,,,,,
220,1,231.394207911118,,,,,,
221,2,226.16565347603,,,Russian Journalist Yekaterina Gordon Announces She'll Run for President in March 2018 (Source : themoscowtimes.com),-,Politics,10
222,4,224.42791740473,,,,,,
223,2,223.397612550551,,,,,,
224,4,221.644527007321,,,,,,
225,2,221.829040856402,,,,,,
226,3,225.243006215607,,softwareupgrade,,,,
227,2,228.689854941398,,,,,,
228,4,228.767505975519,,,,,,
229,4,232.85093032491,,,,,,
230,2,231.267254581489,,,,,,
231,4,231.096479517429,,,,,,
232,1,229.357529336059,,,,,,
233,3,232.059104643039,,,,,,
234,1,229.792229499167,,,,,,
235,5,228.767505975519,,,,,,
236,2,225.025581369521,,,"Russia buys more gold, intensifies activities in Asia to bury the US dollar
","Russia has recently concluded major oil and gas contracts with leading Asian countries. According to the South China Morning Post, Russia's ambitious gas projects in the Far East may trigger a sharp decline in the volume of US oil and gas contracts with Tokyo and Beijing.
_______ ______ __ http://www.pravdareport.com/business/finance/27-10-2017/139051-russia_gold-0/",Politics,10
237,4,228.627754918115,,,,,,
238,3,227.882505878982,,,,,,
239,4,230.273555064497,,,,,,
240,4,235.521528759346,,,,,,
241,3,236.686029345447,,,,,,
242,4,237.364000836861,,,,,,
243,4,235.622838934903,,,,,,
244,1,239.367051796236,,,,,,
245,3,225.869424807204,,,,,,
246,4,221.108269225413,,,,,,
247,3,224.498075067978,,,,,,
248,4,228.750785096539,,,,,,
249,4,233.866320277222,,,,,,
250,3,234.744579605999,,,,,,
251,5,233.712204321827,,,,,,
252,3,234.775368925436,,,,,,
253,1,235.129798525383,,,,,,
254,3,237.995726250877,,,,,,
255,1,239.336238282805,,,,,,
256,1,241.971038850316,,,,,,
257,2,243.481073594292,,,,,,
258,4,246.963321590091,,,,,,
259,1,246.192885364391,,,,,,
260,4,246.316139418241,,,,,,
261,4,245.884750229703,,,,,,
262,4,245.981528158079,,,,,,
263,5,251.290748391777,,,,,,
264,1,252.674874579672,,,,,,
265,2,252.088636647187,,,,,,
266,5,260.898166413712,,,,,,
267,1,262.607946101713,,,,,,
268,4,257.625117951948,,,,,,
269,4,258.374196032731,,,,,,
270,3,259.3837597331,,,,,,
271,3,260.214256213323,,,,,,
272,1,261.174982942448,,,,,,
273,4,265.050523205161,,,,,,
274,4,264.887684731699,,,,,,
275,5,263.764094407078,,,,,,
276,4,265.653015006238,,,,,,
277,4,267.900170533319,,,,,,
278,2,266.288089910093,,,Russian Government Announces First Blockchain Project (Source : themoscowtimes.com/),,Politics,10
279,5,264.154935885104,,,,,,
280,1,260.246839316101,,,,,,
281,4,260.572516263278,,,,,,
282,2,260.279370500356,,,,,,
283,4,261.109866980578,,,,,,
284,5,268.339823860807,,,,,,
285,3,269.268019405678,,,,,,
286,5,271.156940004711,,,,,,
287,4,269.495997288207,,,,,,
288,1,274.039145313866,,,,,,
289,3,274.397380241915,,,,,,
290,1,273.599491986378,,,,,,
291,5,271.498870820479,,,"Russia introduces new money for the first time in eight years
",_______ ______ __ http://www.pravdareport.com/business/finance/12-10-2017/138909-russia_new_money-0/,Markets,10
292,2,271.41745074633,,,,,,
293,1,272.91560523306,,,,,,
294,5,272.475901661884,,,,,,
295,1,272.036221537779,,,,,,
296,3,271.466312839481,,,,,,
297,5,272.166503705206,,,,,,
298,3,270.619589287411,,,,,,
299,1,271.287220497428,,,,,,
300,2,270.293885543617,,,,,,
301,2,272.247947226426,,,,,,
302,5,275.618642834314,,,,,,
303,4,274.706778198593,,,,,,
304,5,276.058322958418,,,,,,
305,5,272.996973388685,,,,,,
306,5,277.033071000103,,,,,,
307,4,275.640548318843,,,,,,
308,5,277.26780076202,,,,,,
309,4,279.567770201375,,,,,,
310,2,280.631743382503,,,,,,
311,5,281.83650524536,,,,,,
312,1,284.261648563566,,,Rosneft's Plans for Bashneft Shareholders Make Russia's Investors Jittery (Source : themoscowtimes.com/),-,Marekts,10
313,4,283.870512124007,,,,,,
314,1,282.68138901298,,,,,,
315,2,282.039882463095,,,,,,
316,1,283.432405144355,,,,,,
317,4,284.214725921629,,,,,,
318,4,283.745338245029,,,,,,
319,1,280.694330321928,,,,,,
320,1,281.351477220351,derivatives,,,,,
321,5,284.684113598228,,,,,,
322,2,282.462347497757,,,,,,
323,2,281.711307417304,,,,,,
324,1,282.368455912306,,,,,,
325,5,282.227665633997,,,,,,
326,4,280.772557609891,,,,,,
327,4,277.220830221927,,,,,,
328,4,278.237858408619,,,,,,
329,1,276.094343545189,,,,,,
330,1,274.936502727689,,,,,,
331,3,275.077316955077,,,,,,
332,2,277.314723403957,,,"Russia to take crypto currencies under control
","_______ ______ __ http://www.pravdareport.com/business/finance/04-09-2017/138585-russia_crypto_currency-0/.   The State Duma of the Russian Federation may pass a law on the regulation of crypto currencies this autumn. In the near future, a special meeting dedicated to the issue of crypto-currencies will be held with the participation of representatives of the Central Bank, the Ministry of Finance, and the expert community to elaborate basic principles for the regulation of the market of crypto currencies. The workgroup at the State Duma will discuss the definition of crypto currency as a financial instrument.
_______ ______ __ http://www.pravdareport.com/business/finance/04-09-2017/138585-russia_crypto_currency-0/",Macro,10
333,2,274.826945248043,,,,,,
334,5,274.905172536005,,,,,,
335,2,272.057564183137,,,,,,
336,4,273.465727212808,,,,,,
337,4,273.528314152233,,,,,,
338,5,271.979336895175,,,,,,
339,2,271.885469258929,,,,,,
340,5,273.043286127351,,,,,,
341,4,272.15143181951,,,,,,
342,5,272.02628348619,,,,,,
343,5,272.464390465969,,,,,,
344,5,273.027621829735,,,,,,
345,1,273.058950424839,,,,,,
346,5,270.492946577669,,,,,,
347,5,269.820157734256,,,,,,
348,5,269.335129709247,,,,,,
349,2,267.864379740024,,,,,,
350,4,266.894298144348,,,,,,
351,5,267.019472023325,,,,,,
352,1,265.251429301839,,,,,,
353,4,267.707925164226,,,,,,
354,1,266.065056321717,,,,,,
355,1,252.984759578565,,,,,,
356,3,253.939175280046,,,,,,
357,3,250.93511235138,,,,,,
358,1,251.514009609342,,,,,,
359,4,250.950728750712,,,,,,
360,5,250.434394483225,,,,,,
361,4,251.281907649559,,,Big Oil Set for Bumper Profits Despite Cheap Crude,When some of the world’s largest energy companies report earnings next week  it will provide a glimpse into whether they are improving profitability as oil prices continue to hover around $50 a barrel.,Commodity,10
362,3,253.5039463304,,,,,,
363,4,254.011869971467,,,,,,
364,4,254.84050913936,,,,,,
365,4,255.899141448734,,,,,,
366,4,255.91519553227,,,Russian defense contractor developing new heavy helicopter prototype,"Russian Helicopters Group will modernize the Mil Mi-26 helicopter for Russia’s Defense Ministry and is now developing a prototype of a new Mi-26T2V rotocraft, the company’s press office reported on Friday.
""On the basis of the design documentation developed by the Moscow Mil Helicopter Enterprise, Rostvertol Company is carrying out work to develop a prototype of a new Mi-26T2V helicopter with the subsequent flight trials,"" the rotocraft manufacturer’s press office said.


More:
http://tass.com/defense/971768",Macro,10
367,1,257.198370269898,,,,,,
368,5,259.267524242519,,,,,,
369,3,263.502050150761,,,,,,
370,3,268.987515707038,,,,,,
371,4,273.479553130273,,,,,,
372,1,277.764310135094,,,,,,
373,1,280.901875592114,,,,,,
374,2,283.837645583278,,,,,,
375,1,287.156314777954,,,,,,
376,5,289.07886849217,,,,,,
377,4,289.862817393293,,,,,,
378,4,291.889714449445,,,,,,
379,5,292.978221552419,,,,,,
380,4,295.936577006481,,,Trump potentially ready to meet with Putin at APEC summit (http://tass.com/world/972149),"US President Donald Trump is potentially ready for a meeting with Russian President Vladimir Putin on the sidelines of a summit conference of APEC forum in Vietnam, a senior White House official told reporters during a specialized media briefing.

More:
http://tass.com/world/972149",Macro,10
381,3,291.279982631937,,,,,,
382,5,284.998295571217,,,,,,
383,1,283.135633660794,,,,,,
384,1,289.289609772208,,,,,,
385,4,290.549633690133,,,,,,
386,3,285.673928794235,,,,,,
387,4,286.349594231394,,,,,,
388,4,284.505242033461,,,,,,
389,2,282.259141240781,,,,,,
390,5,286.952171822378,,,Russia's Trade With China Up 22% (Source : themoscowtimes.com/),-,Macro,10
391,2,286.605229548689,risks,,,,,
392,4,277.730408819329,,,,,,
393,3,283.756520964268,,,,,,
394,2,284.633043585038,,,,,,
395,4,285.527877931682,,,,,,
396,5,290.440139837662,,,,,,
397,5,286.433319740484,,,,,,
398,2,293.861093454062,,,,,,
399,1,289.759740514045,,,,,,
